Time Serie,EU/US,EU_pct,EU_cumpct,UK/US,UK_pct,UK_cumpct,INDIA/US,INDIA_pct,INDIA_cumpct,SRLNK/US,SRLNK_pct,SRLNK _cumpct
1/3/06,0.8347,-1.16,-13.42,0.5746,-1.24,-4.63,44.92,0.07,-2.73,102.02,-0.06,35.47
1/4/06,0.8271,-0.91,-14.33,0.5686,-1.04,-5.67,44.73,0.42,-2.3,102.14,0.12,35.58
1/5/06,0.8264,-0.08,-14.41,0.5693,0.12,-5.55,44.6,0.29,-2.01,102.11,-0.03,35.55
1/6/06,0.8232,-0.39,-14.8,0.5651,-0.74,-6.29,44.32,0.63,-1.38,102,-0.11,35.45
1/9/06,0.8289,0.69,-14.11,0.5667,0.28,-6,44.2,0.27,-1.11,101.99,-0.01,35.44
1/10/06,0.829,0.01,-14.1,0.5667,0,-6,44.14,0.14,-0.97,101.85,-0.14,35.3
1/11/06,0.8241,-0.59,-14.69,0.5668,0.02,-5.98,43.89,0.57,-0.4,101.85,0,35.3
1/12/06,0.8309,0.83,-13.86,0.5678,0.18,-5.81,43.99,-0.23,-0.63,101.85,0,35.3
1/13/06,0.8262,-0.57,-14.43,0.5645,-0.58,-6.39,44.1,-0.25,-0.88,101.85,0,35.3
1/17/06,0.8283,0.25,-14.17,0.5673,0.5,-5.89,44.23,-0.29,-1.17,102.15,0.29,35.59
1/18/06,0.8276,-0.08,-14.26,0.5675,0.04,-5.86,44.29,-0.14,-1.31,102.14,-0.01,35.58
1/19/06,0.8258,-0.22,-14.48,0.5676,0.02,-5.84,44.14,0.34,-0.97,101.85,-0.28,35.3
1/20/06,0.8264,0.07,-14.4,0.5662,-0.25,-6.09,44.1,0.09,-0.88,102.05,0.2,35.5
1/23/06,0.8146,-1.43,-15.83,0.5605,-1.01,-7.09,44.1,0,-0.88,102.12,0.07,35.57
1/24/06,0.8139,-0.09,-15.92,0.5591,-0.25,-7.34,44.19,-0.2,-1.08,102,-0.12,35.45
1/25/06,0.8162,0.28,-15.63,0.5595,0.07,-7.27,44.08,0.25,-0.83,102,0,35.45
1/26/06,0.8177,0.18,-15.45,0.5609,0.25,-7.02,44,0.18,-0.65,102.02,0.02,35.47
1/27/06,0.8244,0.82,-14.63,0.5639,0.53,-6.49,44,0,-0.65,102.03,0.01,35.48
1/30/06,0.8271,0.33,-14.3,0.5654,0.27,-6.22,44.04,-0.09,-0.74,102.2,0.17,35.64
1/31/06,0.8225,-0.56,-14.86,0.5612,-0.74,-6.96,43.96,0.18,-0.56,102.1,-0.1,35.55
2/1/06,0.827,0.55,-14.31,0.5624,0.21,-6.75,44.13,-0.39,-0.94,102.05,-0.05,35.5
2/2/06,0.8264,-0.07,-14.38,0.5616,-0.14,-6.89,44.16,-0.07,-1.01,102.15,0.1,35.6
2/3/06,0.8319,0.67,-13.72,0.5673,1.01,-5.88,44.14,0.05,-0.97,102.1,-0.05,35.55
2/6/06,0.8354,0.42,-13.3,0.5727,0.95,-4.93,44.14,0,-0.97,102.12,0.02,35.57
2/7/06,0.8351,-0.04,-13.33,0.5733,0.1,-4.82,44.15,-0.02,-0.99,102.04,-0.08,35.49
2/8/06,0.8379,0.34,-13,0.5745,0.21,-4.61,44.17,-0.05,-1.04,102.1,0.06,35.55
2/9/06,0.8359,-0.24,-13.24,0.5743,-0.03,-4.65,44.1,0.16,-0.88,102.01,-0.09,35.46
2/10/06,0.8389,0.36,-12.88,0.5729,-0.24,-4.89,44.1,0,-0.88,102.09,0.08,35.54
2/13/06,0.84,0.13,-12.75,0.5735,0.1,-4.79,44.17,-0.16,-1.04,102.05,-0.04,35.5
2/14/06,0.8407,0.08,-12.66,0.5766,0.54,-4.24,44.15,0.05,-0.99,102.13,0.08,35.58
2/15/06,0.8415,0.1,-12.57,0.5747,-0.33,-4.57,44.15,0,-0.99,102.19,0.06,35.63
2/16/06,0.8416,0.01,-12.56,0.5762,0.26,-4.31,44.25,-0.23,-1.22,102.18,-0.01,35.63
2/17/06,0.8399,-0.2,-12.76,0.5746,-0.28,-4.59,44.33,-0.18,-1.4,102.22,0.04,35.66
2/21/06,0.8395,-0.05,-12.81,0.5732,-0.24,-4.83,44.36,-0.07,-1.46,102.2,-0.02,35.64
2/22/06,0.84,0.06,-12.75,0.5739,0.12,-4.71,44.54,-0.4,-1.87,102.28,0.08,35.72
2/23/06,0.8387,-0.15,-12.9,0.5707,-0.56,-5.27,44.36,0.41,-1.46,102.33,0.05,35.77
2/24/06,0.8416,0.35,-12.56,0.5731,0.42,-4.85,44.35,0.02,-1.44,102.37,0.04,35.81
2/27/06,0.8432,0.19,-12.37,0.5744,0.23,-4.62,44.41,-0.14,-1.57,102.5,0.13,35.94
2/28/06,0.8386,-0.55,-12.91,0.5702,-0.73,-5.35,44.21,0.45,-1.12,102.58,0.08,36.02
3/1/06,0.8404,0.21,-12.7,0.5723,0.37,-4.99,44.35,-0.32,-1.44,102.57,-0.01,36.01
3/2/06,0.8331,-0.87,-13.57,0.5717,-0.1,-5.09,44.18,0.38,-1.05,102.5,-0.07,35.94
3/3/06,0.8314,-0.2,-13.77,0.5704,-0.23,-5.32,44.09,0.2,-0.85,102.48,-0.02,35.92
3/6/06,0.8332,0.22,-13.55,0.5717,0.23,-5.09,44.18,-0.2,-1.05,102.53,0.05,35.97
3/7/06,0.8412,0.96,-12.59,0.576,0.75,-4.34,44.24,-0.14,-1.19,102.61,0.08,36.05
3/8/06,0.8393,-0.23,-12.82,0.5761,0.02,-4.32,44.36,-0.27,-1.46,102.68,0.07,36.11
3/9/06,0.8389,-0.05,-12.87,0.5758,-0.05,-4.37,44.3,0.14,-1.32,102.66,-0.02,36.09
3/10/06,0.8413,0.29,-12.58,0.5795,0.64,-3.73,44.31,-0.02,-1.35,102.65,-0.01,36.08
3/13/06,0.8374,-0.46,-13.04,0.5777,-0.31,-4.04,44.38,-0.16,-1.5,102.65,0,36.08
3/14/06,0.8316,-0.69,-13.74,0.5721,-0.97,-5.01,44.37,0.02,-1.48,102.65,0,36.08
3/15/06,0.8302,-0.17,-13.91,0.5727,0.1,-4.91,44.11,0.59,-0.89,102.71,0.06,36.14
3/16/06,0.823,-0.87,-14.77,0.5697,-0.52,-5.43,44.29,-0.41,-1.3,102.75,0.04,36.18
3/17/06,0.8199,-0.38,-15.15,0.5692,-0.09,-5.52,44.26,0.07,-1.23,102.72,-0.03,36.15
3/20/06,0.8218,0.23,-14.92,0.5694,0.04,-5.48,44.25,0.02,-1.21,102.74,0.02,36.17
3/21/06,0.8279,0.74,-14.18,0.5728,0.6,-4.88,44.29,-0.09,-1.3,102.66,-0.08,36.09
3/22/06,0.8268,-0.13,-14.31,0.572,-0.14,-5.02,44.36,-0.16,-1.46,102.54,-0.12,35.98
3/23/06,0.8344,0.92,-13.39,0.5758,0.66,-4.36,44.43,-0.16,-1.61,102.6,0.06,36.04
3/24/06,0.831,-0.41,-13.8,0.5738,-0.35,-4.71,44.49,-0.13,-1.75,102.65,0.05,36.08
3/27/06,0.8323,0.16,-13.64,0.5724,-0.24,-4.95,44.58,-0.2,-1.95,102.71,0.06,36.14
3/28/06,0.828,-0.52,-14.16,0.5715,-0.16,-5.11,44.49,0.2,-1.75,102.73,0.02,36.16
3/29/06,0.8313,0.4,-13.76,0.5762,0.82,-4.29,44.53,-0.09,-1.84,102.78,0.05,36.21
3/30/06,0.8243,-0.84,-14.6,0.5731,-0.54,-4.82,44.45,0.18,-1.66,102.78,0,36.21
3/31/06,0.8238,-0.06,-14.66,0.5749,0.31,-4.51,44.48,-0.07,-1.73,102.55,-0.22,35.99
4/3/06,0.8248,0.12,-14.54,0.5751,0.03,-4.48,44.39,0.2,-1.52,102.55,0,35.99
4/4/06,0.8158,-1.09,-15.63,0.5695,-0.97,-5.45,44.58,-0.43,-1.95,102.58,0.03,36.02
4/5/06,0.8149,-0.11,-15.74,0.5715,0.35,-5.1,44.42,0.36,-1.59,102.52,-0.06,35.96
4/6/06,0.8186,0.45,-15.29,0.5713,-0.03,-5.13,44.49,-0.16,-1.75,102.5,-0.02,35.94
4/7/06,0.8258,0.88,-14.41,0.5745,0.56,-4.57,44.46,0.07,-1.68,102.48,-0.02,35.92
4/10/06,0.8271,0.16,-14.25,0.5745,0,-4.57,44.66,-0.45,-2.13,102.56,0.08,36
4/11/06,0.8247,-0.29,-14.54,0.5725,-0.35,-4.92,44.68,-0.04,-2.17,102.56,0,36
4/12/06,0.826,0.16,-14.38,0.5712,-0.23,-5.15,45.09,-0.91,-3.08,102.64,0.08,36.08
4/13/06,0.826,0,-14.38,0.5705,-0.12,-5.27,45.05,0.09,-2.99,102.62,-0.02,36.06
4/14/06,0.826,0,-14.38,0.5711,0.11,-5.17,45.02,0.07,-2.93,102.58,-0.04,36.02
4/17/06,0.8152,-1.31,-15.69,0.5645,-1.16,-6.32,44.97,0.11,-2.81,102.68,0.1,36.11
4/18/06,0.8147,-0.06,-15.75,0.563,-0.27,-6.59,45.08,-0.24,-3.06,102.65,-0.03,36.08
4/19/06,0.81,-0.58,-16.33,0.5588,-0.75,-7.33,45.01,0.16,-2.9,102.65,0,36.08
4/20/06,0.8113,0.16,-16.17,0.5618,0.54,-6.8,45.06,-0.11,-3.01,102.68,0.03,36.11
4/21/06,0.8104,-0.11,-16.28,0.5613,-0.09,-6.88,45.05,0.02,-2.99,102.67,-0.01,36.1
4/24/06,0.8082,-0.27,-16.55,0.5606,-0.12,-7.01,44.86,0.42,-2.57,102.67,0,36.1
4/25/06,0.8057,-0.31,-16.86,0.5594,-0.21,-7.22,44.88,-0.04,-2.61,102.72,0.05,36.15
4/26/06,0.8023,-0.42,-17.28,0.5588,-0.11,-7.33,45.04,-0.36,-2.97,102.78,0.06,36.21
4/27/06,0.7984,-0.49,-17.77,0.5552,-0.64,-7.97,44.84,0.45,-2.52,102.79,0.01,36.22
4/28/06,0.7921,-0.79,-18.56,0.5488,-1.15,-9.13,44.86,-0.04,-2.57,102.81,0.02,36.24
5/1/06,0.7932,0.14,-18.42,0.5469,-0.35,-9.47,44.77,0.2,-2.36,102.81,0,36.24
5/2/06,0.7909,-0.29,-18.71,0.5436,-0.6,-10.08,44.82,-0.11,-2.48,102.79,-0.02,36.22
5/3/06,0.7912,0.04,-18.67,0.5421,-0.28,-10.35,44.81,0.02,-2.45,102.8,0.01,36.23
5/4/06,0.7884,-0.35,-19.02,0.541,-0.2,-10.56,44.81,0,-2.45,102.82,0.02,36.25
5/5/06,0.7854,-0.38,-19.4,0.538,-0.55,-11.11,44.85,-0.09,-2.54,102.83,0.01,36.26
5/8/06,0.7862,0.1,-19.3,0.5381,0.02,-11.09,44.82,0.07,-2.48,102.84,0.01,36.27
5/9/06,0.7845,-0.22,-19.52,0.5367,-0.26,-11.35,44.84,-0.04,-2.52,102.88,0.04,36.31
5/10/06,0.7813,-0.41,-19.93,0.5363,-0.07,-11.43,44.84,0,-2.52,102.74,-0.14,36.17
5/11/06,0.7779,-0.44,-20.36,0.5307,-1.04,-12.47,44.88,-0.09,-2.61,102.65,-0.09,36.09
5/12/06,0.7759,-0.26,-20.62,0.5288,-0.36,-12.83,44.89,-0.02,-2.63,102.65,0,36.09
5/15/06,0.7797,0.49,-20.13,0.5309,0.4,-12.43,45.37,-1.06,-3.69,102.8,0.15,36.23
5/16/06,0.7802,0.06,-20.06,0.5314,0.09,-12.34,45.05,0.71,-2.98,102.8,0,36.23
5/17/06,0.786,0.74,-19.32,0.5313,-0.02,-12.36,44.69,0.81,-2.17,102.85,0.05,36.28
5/18/06,0.7816,-0.56,-19.88,0.5297,-0.3,-12.66,45.26,-1.26,-3.43,102.86,0.01,36.29
5/19/06,0.7843,0.35,-19.54,0.5332,0.66,-12,45.35,-0.2,-3.63,102.88,0.02,36.31
5/22/06,0.7782,-0.78,-20.31,0.5302,-0.56,-12.56,45.42,-0.15,-3.79,102.92,0.04,36.35
5/23/06,0.7786,0.05,-20.26,0.5317,0.28,-12.28,45.38,0.09,-3.7,102.9,-0.02,36.33
5/24/06,0.7845,0.76,-19.5,0.5354,0.7,-11.58,45.56,-0.4,-4.09,102.93,0.03,36.36
5/25/06,0.7827,-0.23,-19.73,0.5342,-0.22,-11.8,45.74,-0.39,-4.49,102.94,0.01,36.37
5/26/06,0.785,0.29,-19.44,0.5386,0.82,-10.98,45.81,-0.15,-4.64,102.94,0,36.37
5/30/06,0.7771,-1.01,-20.45,0.5312,-1.37,-12.36,46.13,-0.69,-5.33,102.86,-0.08,36.29
5/31/06,0.7792,0.27,-20.18,0.5338,0.49,-11.87,46.22,-0.19,-5.53,102.95,0.09,36.38
6/1/06,0.7798,0.08,-20.1,0.5352,0.26,-11.6,46.19,0.06,-5.46,103.23,0.27,36.65
6/2/06,0.7745,-0.68,-20.78,0.5314,-0.71,-12.31,45.67,1.14,-4.32,103.27,0.04,36.69
6/5/06,0.772,-0.32,-21.1,0.5323,0.17,-12.14,45.7,-0.07,-4.39,103.22,-0.05,36.64
6/6/06,0.7795,0.97,-20.13,0.5374,0.96,-11.19,45.8,-0.22,-4.61,103.24,0.02,36.66
6/7/06,0.7813,0.23,-19.9,0.5381,0.13,-11.06,45.89,-0.2,-4.8,103.2,-0.04,36.62
6/8/06,0.7906,1.19,-18.71,0.5427,0.85,-10.2,45.91,-0.04,-4.85,103.32,0.12,36.74
6/9/06,0.7914,0.1,-18.61,0.5427,0,-10.2,45.81,0.22,-4.63,103.28,-0.04,36.7
6/12/06,0.7945,0.39,-18.22,0.5423,-0.07,-10.27,45.71,0.22,-4.41,103.3,0.02,36.72
6/13/06,0.7953,0.1,-18.12,0.5435,0.22,-10.05,45.81,-0.22,-4.63,103.25,-0.05,36.67
6/14/06,0.7917,-0.45,-18.57,0.5408,-0.5,-10.55,45.5,0.68,-3.95,103.27,0.02,36.69
6/15/06,0.7926,0.11,-18.45,0.5412,0.07,-10.48,45.83,-0.72,-4.67,103.51,0.23,36.92
6/16/06,0.7922,-0.05,-18.5,0.541,-0.04,-10.51,45.69,0.31,-4.36,103.55,0.04,36.96
6/19/06,0.7951,0.37,-18.14,0.5434,0.44,-10.07,45.76,-0.15,-4.51,103.55,0,36.96
6/20/06,0.7957,0.08,-18.06,0.5435,0.02,-10.05,45.8,-0.09,-4.6,103.58,0.03,36.99
6/21/06,0.7896,-0.77,-18.83,0.5417,-0.33,-10.38,45.8,0,-4.6,103.61,0.03,37.02
6/22/06,0.7948,0.66,-18.17,0.5463,0.85,-9.53,45.99,-0.41,-5.02,103.76,0.14,37.16
6/23/06,0.7986,0.48,-17.69,0.5493,0.55,-8.98,46.01,-0.04,-5.06,103.82,0.06,37.22
6/26/06,0.7966,-0.25,-17.94,0.5498,0.09,-8.89,46.22,-0.45,-5.51,103.93,0.11,37.33
6/27/06,0.7943,-0.29,-18.23,0.5483,-0.27,-9.17,46.21,0.02,-5.49,103.82,-0.11,37.22
6/28/06,0.798,0.47,-17.77,0.5507,0.44,-8.73,46.25,-0.09,-5.58,103.95,0.13,37.34
6/29/06,0.7978,-0.03,-17.79,0.5522,0.27,-8.46,46.13,0.26,-5.32,103.95,0,37.34
6/30/06,0.7825,-1.92,-19.71,0.5408,-2.06,-10.52,45.87,0.57,-4.75,103.93,-0.02,37.33
7/3/06,0.7817,-0.1,-19.81,0.5432,0.44,-10.08,45.92,-0.11,-4.86,103.98,0.05,37.37
7/5/06,0.7858,0.52,-19.29,0.5452,0.37,-9.71,45.92,0,-4.86,103.95,-0.03,37.34
7/6/06,0.7839,-0.24,-19.53,0.5442,-0.18,-9.89,45.99,-0.15,-5.01,103.96,0.01,37.35
7/7/06,0.7799,-0.51,-20.04,0.5402,-0.74,-10.63,45.84,0.33,-4.68,103.95,-0.01,37.34
7/10/06,0.7843,0.56,-19.47,0.5429,0.5,-10.13,45.97,-0.28,-4.97,103.95,0,37.34
7/11/06,0.7841,-0.03,-19.5,0.5426,-0.06,-10.18,46.01,-0.09,-5.05,103.93,-0.02,37.33
7/12/06,0.787,0.37,-19.13,0.545,0.44,-9.74,46.09,-0.17,-5.23,103.9,-0.03,37.3
7/13/06,0.7891,0.27,-18.86,0.5434,-0.29,-10.03,46.16,-0.15,-5.38,103.94,0.04,37.34
7/14/06,0.7911,0.25,-18.61,0.5445,0.2,-9.83,46.19,-0.06,-5.44,103.96,0.02,37.35
7/17/06,0.7981,0.88,-17.73,0.5494,0.9,-8.93,46.64,-0.96,-6.41,103.95,-0.01,37.34
7/18/06,0.8,0.24,-17.49,0.5473,-0.38,-9.31,46.61,0.06,-6.35,103.95,0,37.34
7/19/06,0.7962,-0.48,-17.96,0.5442,-0.57,-9.88,46.81,-0.43,-6.77,103.97,0.02,37.36
7/20/06,0.7912,-0.63,-18.59,0.5407,-0.64,-10.52,46.75,0.13,-6.64,103.94,-0.03,37.34
7/21/06,0.7884,-0.35,-18.94,0.538,-0.5,-11.02,46.64,0.24,-6.41,103.94,0,37.34
7/24/06,0.7918,0.43,-18.51,0.5408,0.52,-10.5,46.83,-0.41,-6.81,103.97,0.03,37.36
7/25/06,0.7952,0.43,-18.08,0.5433,0.46,-10.04,46.76,0.15,-6.66,103.98,0.01,37.37
7/26/06,0.7919,-0.41,-18.5,0.5413,-0.37,-10.41,46.68,0.17,-6.49,103.98,0,37.37
7/27/06,0.7854,-0.82,-19.32,0.5369,-0.81,-11.22,46.52,0.34,-6.15,103.99,0.01,37.38
7/28/06,0.7844,-0.13,-19.45,0.5363,-0.11,-11.33,46.53,-0.02,-6.17,103.99,0,37.38
7/31/06,0.7835,-0.11,-19.56,0.5352,-0.21,-11.54,46.49,0.09,-6.08,103.95,-0.04,37.34
8/1/06,0.7826,-0.11,-19.68,0.5344,-0.15,-11.69,46.51,-0.04,-6.13,103.97,0.02,37.36
8/2/06,0.7814,-0.15,-19.83,0.5325,-0.36,-12.04,46.61,-0.21,-6.34,103.98,0.01,37.37
8/3/06,0.7825,0.14,-19.69,0.5306,-0.36,-12.4,46.48,0.28,-6.06,104,0.02,37.39
8/4/06,0.7756,-0.88,-20.57,0.5236,-1.32,-13.72,46.42,0.13,-5.93,103.98,-0.02,37.37
8/7/06,0.7772,0.21,-20.36,0.5235,-0.02,-13.74,46.51,-0.19,-6.13,103.94,-0.04,37.34
8/8/06,0.7789,0.22,-20.15,0.5242,0.13,-13.6,46.47,0.09,-6.04,103.95,0.01,37.34
8/9/06,0.7759,-0.39,-20.53,0.5239,-0.06,-13.66,46.4,0.15,-5.89,103.96,0.01,37.35
8/10/06,0.7834,0.97,-19.56,0.5294,1.05,-12.61,46.32,0.17,-5.72,103.88,-0.08,37.28
8/11/06,0.7839,0.06,-19.5,0.5276,-0.34,-12.95,46.5,-0.39,-6.1,103.93,0.05,37.33
8/14/06,0.7852,0.17,-19.33,0.529,0.27,-12.69,46.52,-0.04,-6.15,103.94,0.01,37.34
8/15/06,0.782,-0.41,-19.74,0.5278,-0.23,-12.91,46.47,0.11,-6.04,103.99,0.05,37.38
8/16/06,0.7774,-0.59,-20.33,0.5263,-0.28,-13.2,46.47,0,-6.04,103.96,-0.03,37.35
8/17/06,0.777,-0.05,-20.38,0.528,0.32,-12.87,46.36,0.24,-5.8,103.97,0.01,37.36
8/18/06,0.7806,0.46,-19.92,0.5317,0.7,-12.17,46.38,-0.04,-5.85,103.98,0.01,37.37
8/21/06,0.7744,-0.79,-20.71,0.5272,-0.85,-13.02,46.4,-0.04,-5.89,103.99,0.01,37.38
8/22/06,0.781,0.85,-19.86,0.5296,0.46,-12.56,46.44,-0.09,-5.97,103.9,-0.09,37.3
8/23/06,0.7816,0.08,-19.78,0.5283,-0.25,-12.81,46.45,-0.02,-6,103.68,-0.21,37.09
8/24/06,0.7837,0.27,-19.51,0.5295,0.23,-12.58,46.42,0.06,-5.93,103.5,-0.17,36.91
8/25/06,0.7833,-0.05,-19.57,0.5295,0,-12.58,46.41,0.02,-5.91,103.27,-0.22,36.69
8/28/06,0.7822,-0.14,-19.71,0.5272,-0.43,-13.02,46.47,-0.13,-6.04,103.2,-0.07,36.62
8/29/06,0.7832,0.13,-19.58,0.5287,0.28,-12.73,46.45,0.04,-6,102.75,-0.44,36.19
8/30/06,0.7797,-0.45,-20.03,0.5252,-0.66,-13.39,46.37,0.17,-5.82,102.48,-0.26,35.92
8/31/06,0.7817,0.26,-19.77,0.5257,0.1,-13.3,46.43,-0.13,-5.95,102.19,-0.28,35.64
9/1/06,0.7792,-0.32,-20.09,0.5249,-0.15,-13.45,46.38,0.11,-5.84,102.18,-0.01,35.63
9/5/06,0.7806,0.18,-19.91,0.5284,0.67,-12.78,46.19,0.41,-5.43,102.11,-0.07,35.56
9/6/06,0.782,0.18,-19.73,0.5316,0.61,-12.18,46.13,0.13,-5.3,102.15,0.04,35.6
9/7/06,0.7839,0.24,-19.49,0.533,0.26,-11.92,46.14,-0.02,-5.32,102.23,0.08,35.68
9/8/06,0.7891,0.66,-18.82,0.536,0.56,-11.35,46.06,0.17,-5.15,102.45,0.22,35.89
9/11/06,0.7875,-0.2,-19.03,0.5368,0.15,-11.2,46.19,-0.28,-5.43,102.52,0.07,35.96
9/12/06,0.7878,0.04,-18.99,0.5334,-0.63,-11.84,46.27,-0.17,-5.61,102.5,-0.02,35.94
9/13/06,0.7869,-0.11,-19.1,0.5329,-0.09,-11.93,46.18,0.19,-5.41,102.4,-0.1,35.85
9/14/06,0.7852,-0.22,-19.32,0.5295,-0.64,-12.57,46.12,0.13,-5.28,102.46,0.06,35.9
9/15/06,0.7906,0.69,-18.63,0.5324,0.55,-12.02,45.95,0.37,-4.91,102.43,-0.03,35.87
9/18/06,0.7892,-0.18,-18.81,0.5327,0.06,-11.96,46.09,-0.3,-5.21,102.46,0.03,35.9
9/19/06,0.7885,-0.09,-18.9,0.5311,-0.3,-12.26,46.08,0.02,-5.19,102.52,0.06,35.96
9/20/06,0.7873,-0.15,-19.05,0.5293,-0.34,-12.6,45.83,0.55,-4.65,102.56,0.04,36
9/21/06,0.7855,-0.23,-19.28,0.5271,-0.42,-13.02,45.74,0.2,-4.45,102.44,-0.12,35.88
9/22/06,0.7815,-0.51,-19.79,0.526,-0.21,-13.23,45.77,-0.07,-4.52,102.47,0.03,35.91
9/25/06,0.7845,0.38,-19.4,0.5263,0.06,-13.17,45.83,-0.13,-4.65,102.48,0.01,35.92
9/26/06,0.7882,0.47,-18.93,0.5276,0.25,-12.92,45.77,0.13,-4.52,102.49,0.01,35.93
9/27/06,0.7875,-0.09,-19.02,0.5301,0.47,-12.45,45.76,0.02,-4.49,103.5,0.99,36.92
9/28/06,0.7876,0.01,-19.01,0.5334,0.62,-11.83,45.78,-0.04,-4.54,103.8,0.29,37.21
9/29/06,0.7882,0.08,-18.93,0.5343,0.17,-11.66,45.95,-0.37,-4.91,103.75,-0.05,37.16
10/2/06,0.7847,-0.44,-19.37,0.5302,-0.77,-12.43,45.97,-0.04,-4.95,103.94,0.18,37.34
10/3/06,0.7857,0.13,-19.25,0.5299,-0.06,-12.48,45.68,0.63,-4.32,103.9,-0.04,37.31
10/4/06,0.7882,0.32,-18.93,0.5308,0.17,-12.31,45.65,0.07,-4.25,103.92,0.02,37.32
10/5/06,0.7882,0,-18.93,0.5327,0.36,-11.96,45.57,0.18,-4.08,104.1,0.17,37.5
10/6/06,0.7937,0.7,-18.23,0.5344,0.32,-11.64,45.42,0.33,-3.74,104.23,0.12,37.62
10/10/06,0.7974,0.47,-17.77,0.5391,0.88,-10.76,45.67,-0.55,-4.29,104.86,0.6,38.23
10/11/06,0.797,-0.05,-17.82,0.5386,-0.09,-10.85,45.55,0.26,-4.03,105.1,0.23,38.46
10/12/06,0.7976,0.08,-17.74,0.5389,0.06,-10.79,45.52,0.07,-3.96,105.45,0.33,38.79
10/13/06,0.7999,0.29,-17.45,0.5391,0.04,-10.76,45.31,0.46,-3.5,105.8,0.33,39.12
10/16/06,0.7988,-0.14,-17.59,0.5375,-0.3,-11.05,45.35,-0.09,-3.59,106.78,0.93,40.05
10/17/06,0.7959,-0.36,-17.95,0.5338,-0.69,-11.74,45.19,0.35,-3.23,107.4,0.58,40.63
10/18/06,0.799,0.39,-17.56,0.5355,0.32,-11.42,45.28,-0.2,-3.43,107,-0.37,40.26
10/19/06,0.794,-0.63,-18.19,0.533,-0.47,-11.89,45.22,0.13,-3.3,105.75,-1.17,39.09
10/20/06,0.7928,-0.15,-18.34,0.5311,-0.36,-12.25,45.18,0.09,-3.21,104.75,-0.95,38.14
10/23/06,0.7972,0.55,-17.78,0.5345,0.64,-11.61,45.3,-0.26,-3.48,105.5,0.72,38.86
10/24/06,0.7959,-0.16,-17.95,0.5335,-0.19,-11.79,45.18,0.27,-3.21,106.45,0.9,39.76
10/25/06,0.7942,-0.21,-18.16,0.5327,-0.15,-11.94,45.36,-0.4,-3.61,106.35,-0.09,39.66
10/26/06,0.7893,-0.62,-18.78,0.5298,-0.54,-12.49,45.19,0.38,-3.23,106.4,0.05,39.71
10/27/06,0.7859,-0.43,-19.21,0.5272,-0.49,-12.98,45.07,0.27,-2.96,107.2,0.75,40.46
10/30/06,0.7863,0.05,-19.16,0.5256,-0.3,-13.28,44.9,0.38,-2.59,107.4,0.19,40.65
10/31/06,0.7829,-0.43,-19.59,0.524,-0.3,-13.59,44.9,0,-2.59,107.8,0.37,41.02
11/1/06,0.783,0.01,-19.58,0.5238,-0.04,-13.62,44.79,0.25,-2.34,107.9,0.09,41.11
11/2/06,0.7825,-0.06,-19.64,0.5239,0.02,-13.61,44.82,-0.07,-2.41,107.7,-0.19,40.93
11/3/06,0.7871,0.59,-19.05,0.526,0.4,-13.2,44.76,0.13,-2.27,106.7,-0.93,40
11/6/06,0.7865,-0.08,-19.13,0.5272,0.23,-12.98,44.8,-0.09,-2.36,107.28,0.54,40.54
11/7/06,0.7809,-0.71,-19.84,0.5236,-0.68,-13.66,44.62,0.4,-1.96,107.25,-0.03,40.52
11/8/06,0.7828,0.24,-19.6,0.5247,0.21,-13.45,44.59,0.07,-1.89,107.15,-0.09,40.42
11/9/06,0.7791,-0.47,-20.07,0.5245,-0.04,-13.49,44.46,0.29,-1.6,107.4,0.23,40.66
11/10/06,0.7775,-0.21,-20.28,0.523,-0.29,-13.77,44.55,-0.2,-1.8,107.5,0.09,40.75
11/13/06,0.7806,0.4,-19.88,0.5257,0.52,-13.26,44.83,-0.62,-2.43,107.77,0.25,41
11/14/06,0.7805,-0.01,-19.89,0.5278,0.4,-12.86,45.05,-0.49,-2.91,108.2,0.4,41.4
11/15/06,0.7808,0.04,-19.85,0.5296,0.34,-12.52,45.26,-0.46,-3.38,108.35,0.14,41.54
11/16/06,0.7808,0,-19.85,0.529,-0.11,-12.63,44.82,0.98,-2.4,108.22,-0.12,41.42
11/17/06,0.7798,-0.13,-19.98,0.5281,-0.17,-12.8,44.75,0.16,-2.24,108.8,0.54,41.95
11/20/06,0.7806,0.1,-19.88,0.5273,-0.15,-12.95,44.89,-0.31,-2.55,108.7,-0.09,41.86
11/21/06,0.7798,-0.1,-19.98,0.5268,-0.09,-13.05,44.77,0.27,-2.28,107.15,-1.43,40.44
11/22/06,0.7735,-0.81,-20.79,0.5223,-0.85,-13.9,44.62,0.34,-1.95,106.95,-0.19,40.25
11/24/06,0.7645,-1.16,-21.95,0.5177,-0.88,-14.78,44.59,0.07,-1.88,107.1,0.14,40.39
11/27/06,0.7622,-0.3,-22.25,0.5163,-0.27,-15.05,44.56,0.07,-1.81,108,0.84,41.23
11/28/06,0.7598,-0.31,-22.57,0.5133,-0.58,-15.63,44.58,-0.04,-1.86,108,0,41.23
11/29/06,0.7607,0.12,-22.45,0.513,-0.06,-15.69,44.54,0.09,-1.77,108,0,41.23
11/30/06,0.7541,-0.87,-23.32,0.5078,-1.01,-16.7,44.59,-0.11,-1.88,108,0,41.23
